restaurant name,category,rating,cost for two,area,locality,address,veg,long distance delivery,city
tao - asian kitchen,"chinese,fast food,italian,indian,tandoor,continental",3.8,250,civil lines,dharampeth,"plot no.1, house no. 170, gupta house, civil lines, nagpur ur  440001",False,0,nagpur
aman's grill kitchen,indian,3.8,200,ramdaspeth,"ramdaspeth, aman","plot no.1151, shop no.4250, manoj buiding, ground floor, ramdaspeth, nagpur",True,0,nagpur
yuvi's rasoi thali,"north indian,indian",3.4,200,ramdaspeth,"ramdaspeth, yuvi's","plot no.1151, shop no.4250, manoj buiding, ground floor, ramdaspeth, nagpur",True,0,nagpur
gangour,"sweets,beverages,street food,snacks",4.1,100,medical square,hanuman nagar,"medical square, hanuman nagar, nagpur",False,0,nagpur
woodspeen,"indian,italian,snacks,beverages",3.8,200,dhantoli,sitabuldi,"woodspeen, plot no. 111, abhyankar rd., beside avanti hospital, dhantoli, nagpur 440012.",False,0,nagpur
kgn chinese,chinese,3.8,100,sadar,sadar,"218, dhobi mohalla, nai basti nagpur, zone no. 1o- mangalwari, nagpur urban, nagpur- 1, maharashtra- 440001",False,0,nagpur
hotel paradise - the treat,north indian,3.8,500,gandhibagh,gandhibagh,"hotel paradise, 43, central avenue, gandhibagh, nagpur,gandhibagh,nagpur,gandhibagh,nagpur",False,0,nagpur
jai ambe chat corner,chaat,3.8,200,sitabuldi,sitabuldi,"near cresent hospital, dhantoli, nagpur, nagpur urban, nagpur-1 (maharashtra) - 440012",True,0,nagpur
sigri,"north indian,chinese",4.0,600,civil lines,sadar,"hotel heritage 2001, collectors colony, civil lines, nagpur, maharashtra 440001",False,0,nagpur
frullato,desserts,3.9,200,sadar,sadar,"shop no. f7, ground flooor, opp. sadar bus stop, sadar, nagpur",True,0,nagpur
karim s,"kebabs,north indian",3.8,500,sadar,sadar,h.n.58 a near moti mahal residency road sadar zone no 10 mangalwari narbur urban nagpur 1 maharashtra 440001,False,0,nagpur
mullaji sadar biryani center,"biryani,beverages",3.9,200,sadar,sadar,"shop no. 53, mini mangalwari, bajar complex, nagpur, zone no.10- mangalwari, nagpur urban, nagpur-1, maharashtra - 440001",False,0,nagpur
east india company,"chinese,north indian,continental,thai,mughlai,desserts",4.3,950,civil lines,civil lines,"akashwani chowk, near seasons lawns, civil lines, nagpur",False,0,nagpur
babbu's galaxy restaurant,"biryani,mughlai,tandoor,north indian,indian",4.3,400,byramji town,civil lines,"near sbi, katol road, civil lines, nagpur",False,0,nagpur
ice and fire,"snacks,pizzas",3.8,200,mahal,nandanvan,1056/a fate wada gangabai ghat road near corporation school chitanvispura mahal nagpur-440032,True,0,nagpur
panino the sandwich world,"american,beverages,continental,pizzas,snacks",3.8,250,vca,sadar,"shop no 29, the vidarbha cricket association complex, civil lines, nagpur-440001",False,0,nagpur
biryani and curry house,"north indian,fast food",3.8,300,nandanvan,nandanvan,"dewdiya,near congress bhavan,chitra talkies, nagpur, nagpur urban, nagpur-1, maharashtra-440018",False,0,nagpur
hotel taj gulzar,"tandoor,north indian,indian",3.8,250,gandhibagh,gandhibagh,bhagwaghar chowk hansapuri road nagpur nagpur urban nagpur maharashtra 440018,False,0,nagpur
orbiyo natural ice cream,ice cream,3.8,200,civil lines,sadar,"shop 13 - 15, vca stadium, sadar, nagpur",True,0,nagpur
krishnum sandwich story,"continental,combo",3.8,200,sadar,sadar,"opp. saraf chambers, mount road, sadar, nagpur",True,0,nagpur
burhanpur juice center,"beverages,juices",3.8,300,nandanvan,nandanvan,h ni 260 block no 2 shyam talkies chowk nagpur nagpur urban nagpur 1 maharashtra-440002,False,0,nagpur
amritsari junction,"north indian,indian,mughlai,chinese,biryani",3.1,250,sadar,"sadar, amritsari","bullockcart restaurant, ashoka hotel square, mount road , sadar",True,0,nagpur
biryani hub,"north indian,indian,mughlai,chinese,biryani",3.8,250,sadar,"sadar, hub","bullock cart, near smurti talkies mount road sadar nagpur , nagpur urban, nagpur-1 (maharashtra), - 440001",False,0,nagpur
mccafe by mcdonald's,"american,beverages,desserts",3.8,250,medical square,trillum mall,"restaurant no 3, 3rd floor, trillum mall, ram bag layout, untkhana road, nagpur, 440003",False,0,nagpur
dosa house,south indian,2.9,150,medical square,ayodhya nagar,"near padole corner, siraspeth, nagpur, ayodhya nagar, nagpur,ayodhya nagar,nagpur",True,0,nagpur
tikkas and curries,"north indian,indian,mughlai,chinese,biryani",3.9,250,sadar,"sadar, tikkas",bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0,nagpur
panditain ka dhaba,"chinese,american,fast food,snacks,beverages,desserts",3.5,150,sadar,sadar,"5;residency road ,beside moti mahal sadar, nagpur-440001",False,0,nagpur
khichadiwala,"indian,snacks",4.3,200,ramdaspeth,ramdaspeth,"md deshpande road, behind people's gym, ramdaspeth, nagpur",True,0,nagpur
licksters,"beverages,desserts,waffle",3.8,200,medical square,bajaj nagar,"plot no. 1, cts 362/1, vr mall, shop no. k05, third floor, medical square, nagpur 440001",False,0,nagpur
royal thali,"thalis,north indian,indian,chinese",3.8,300,sitabuldi,sitabuldi,"plot no.10, shop no.4, sahib niwas, near narula building, ramdaspeth, nagpur440012",False,0,nagpur
foody moody,"north indian,biryani",3.4,400,lokmat chowk,ramdaspeth,"plot no. 10, shop no.4, sahib niwas near, narula building, ramdaspeth, nagpur ,zone no.3 -neharunagar,nagpur (urban),nagpur,maharashtra-440012",False,0,nagpur
paapi pet (original),"north indian,biryani,tandoor,chinese,indian",3.8,200,lokmat chowk,ramdaspeth,"plot no. 10, shop no.4, sahib niwas near, narula building, ramdaspeth, nagpur ,zone no.3 -neharunagar,nagpur (urban),nagpur,maharashtra-440012",False,0,nagpur
shahi thali,"thalis,north indian,chinese",3.8,300,sitabuldi,sitabuldi,"plot no.10, shop no.4, sahib niwas, near narula building, ramdaspeth, nagpur  440012",False,0,nagpur
palash ambagade,bakery,3.8,300,gandhibagh,gandhibagh,hansapuri chhoti khadan opp sahara bank 440018 zone no 6 gandhibag nagpur urban 1,False,0,nagpur
meal studio,"north indian,biryani,chinese,thalis",3.8,300,sitabuldi,sitabuldi,"plot no.10, shop no.4, sahib niwas, near narula building, ramdaspeth, nagpur",False,0,nagpur
yewale amrutattulya,beverages,3.8,200,sitabuldi,sitabuldi,"shop no.21,gurubalwant complex,central bazar road,lokmat chowk,ramdaspeth, zone no.2 - dharampeth, nagpur440010",False,0,nagpur
nutty bunch bakers,bakery,3.8,200,nandanvan,nandanvan,"behind bansilal abirchands bada mahal,nagpur zone no.6,gandhibag nagpur urban",True,0,nagpur
cake story,bakery,3.8,250,gandhibagh,gandhibagh,hansapuri chhoti khadan opp sahara bank 440018 zone no 6 gandhibag nagpur urban 1,False,0,nagpur
foody moody (original),"north indian,biryani,tandoor,chinese,indian",2.4,200,lokmat chowk,ramdaspeth,"plot no. 10, shop no.4, sahib niwas near, narula building, ramdaspeth, nagpur ,zone no.3 -neharunagar,nagpur (urban),nagpur,maharashtra-440012",False,0,nagpur
london dairy,"ice cream,desserts",3.8,280,nandanvan,nandanvan,"37, azad colony, tajabad opposite of panchwati ashram, nagpur,maharashtra,440024",False,0,nagpur
goli vada pav no .1,"maharashtrian,north indian,street food",4.4,100,medical square,medical college square,"lg.13, h.k.m.c. complex medical college square, near hanuman mandir, medical chowk, hanuman nagar, nagpur, maharashtra 440009",True,0,nagpur
b'creamy,"beverages,ice cream,desserts,sweets,juices",4.2,200,sadar,sadar,"sjti complex, block no. 10,11, residency road, sadar, nagpur, nagpur- 1, maharashtra-440001",True,0,nagpur
kitu da dhaba,"north indian,indian,biryani,combo",3.1,200,ramdaspeth,"ramdaspeth, kitu","plot no.1151, shop no.4250, manoj buiding, ground floor, ramdaspeth, nagpur",False,0,nagpur
yummi momos,"chinese,snacks,tibetan,street food",4.0,200,sadar,chaoni,"beside shabana bakery,chaoni, nagpur",False,0,nagpur
delhi chaap corner,"tandoor,indian",3.8,300,sadar,sadar,"b-11, utkarsh nirman complex, mangalwari, sadar, nagpur",False,0,nagpur
beijing lu,"chinese,thai,beverages,indian",3.7,300,sadar,sadar,"beijing lu residency road bh- moti mahal restaurants sadar nagpur-440001, district - nagpur-1, state - maharashtra",False,0,nagpur
hotel heritage restaurant,"indian,chinese,continental",3.7,400,civil lines,civil lines,"ravindranath tagore road, civil lines, collector's circle, nagpur",False,0,nagpur
suraj chinese centre and sandwiches,"chinese,snacks",2.3,200,dharampeth,dharampeth,"dharampeth buddha vihar, dharampeth, nagpur, maharashtra, india",False,0,nagpur
bullock cart nx,"north indian,indian,mughlai,chinese,biryani",3.7,250,sadar,"sadar, bullock",bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0,nagpur
oye kakke,"north indian,indian,mughlai,chinese,biryani",4.0,250,sadar,"sadar, kakke",bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0,nagpur
om shakti saoji bhojnalaya,"north indian,maharashtrian,indian",4.0,400,itwari,panchpaoli,"golibar chowk , opposite ganesh mandir, pachpaoli road, pachpaoli, nagpur",False,0,nagpur
domino's pizza,pizzas,4.5,400,sitabuldi,eternity mall,"eternity mall, nagpurshop no.4, ground floor, eternity mall, sitabuldi",False,0,nagpur
christ coffee day canteen,maharashtrian,3.8,500,sadar,sadar,"shop no/ 34/35, opp all sent cathedral v.c.a. compund sadar nagpur - 440001, nagpur urban, nagpur - 1 maharashtra -440001",False,0,nagpur
chill n grill,"north indian,continental,chinese,thai",3.8,1000,sadar,residency road,"poonam arcade, residency road, sadar, nagpur, maharashtra 440001",False,0,nagpur
turban tadka,"north indian,indian,mughlai,chinese,biryani",3.8,250,sadar,"sadar, turban",bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0,nagpur
shalimar restaurant,indian,3.8,350,gandhibagh,gandhibagh,"nmc complex b-wing, near utkarsh  nirmaan, mangalwari bazar road,  sadar, nagpur, zone no.10-mangalwari,  nagpur (urban), nagpur, maharashtra -  440001",False,0,nagpur
desi eats,"north indian,snacks,indian",3.8,350,sitabuldi,sitabuldi,chokhani bhavan beside hotel center point ramdaspeth nagpur 440010,False,0,nagpur
mcdonald's gourmet burger collection,"burgers,beverages,cafe,desserts",3.8,500,medical square,trillum mall,"restaurant no 3, 3rd floor, trillum mall, ram bag layout, untkhana road, nagpur, 440003",False,0,nagpur
cakes world,indian,3.8,300,sitabuldi,sitabuldi,"ajni railway station, rambagh, nagpur, maharashtra 440012, india",True,0,nagpur
come on b l d,"snacks,ice cream",3.8,200,gandhibagh,gandhibagh,"house no 42/a/1 dhondaba chowk jyoti nagar khadan,zone no-6,gandhibag,nagpur",True,0,nagpur
nosh relation of sandwich,fast food,3.4,400,dharampeth,dharampeth,"near traffic park, dharampeth, nagpur",True,0,nagpur
street chowpati,"chinese,indian,beverages,snacks,italian,american",2.1,200,nandanvan,nandanvan,"plot no. 4, hanuman nagar, medical road, nagpur, zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440009",False,0,nagpur
flame and fire of god,"chinese,fast food,north indian",3.8,500,sadar,sadar,"34/35, opposite all saint caurch, v.c.a. gate no 12, sadar nagpur - 440001, nagpur urban, nagpur - 1 maharashtra -440001",False,0,nagpur
tajmahal hotel,biryani,3.8,250,gandhibagh,gandhibagh,"tajmahal hotel house no. 479 hakimji ka wada bhaldarpur, nagpur urban nagpur - 1 maharashtra - 440002",False,0,nagpur
gangour restaurant,"sweets,snacks,desserts",3.4,200,sadar,sadar,"shop no. g-11, gsct building, residency road, sadar, nagpur",False,0,nagpur
street food by singhs grills,"chinese,pizzas,beverages",2.2,250,nandanvan,nandanvan,"plot no. 4, hanuman nagar, medical road, nagpur,zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra - 440009",False,0,nagpur
shreenath pav bhaji and pulao center,"chinese,street food,south indian",4.0,100,dharampeth,traffic park,"plot no.7, bhgwaghar layout, behind children's traffic park, dharampeth, nagpur",True,0,nagpur
mannlava restaurant and coffee day shop,"indian,fast food",3.8,250,ayodhya nagar,ayodhya nagar,house no 1488 near mata mandir untakhana road medical chowk nagpur zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440024,False,0,nagpur
new singhs  barbecue and curry,"indian,chinese,seafood,north indian,biryani,snacks,desserts",2.7,500,nandanvan,nandanvan,plot no 4 hanuman nagar  medical road nagpur zone no 5 hanumannagarnagpur urban nagpur 1 maharashtra-440009,False,0,nagpur
ravi's food,"indian,chinese,north indian,tandoor,kebabs,biryani",4.1,450,sadar,sadar,"vca ground, shop no.28, sadar, nagpur",False,0,nagpur
faasos - wraps & rolls,"fast food,snacks,north indian,indian,healthy food,desserts,beverages",4.0,200,sadar,"azad chowk, near gandhi chowk","faasos, plot no. 227 1, azad chowk, near gandhi chowk, opp kachara ghar, sadar, nagpur, 440001",False,0,nagpur
oven story pizza,"pizzas,italian",3.6,400,sadar,"azad chowk, near gandhi chowk","faasos, plot no. 227 1, azad chowk, near gandhi chowk, opp kachara ghar, sadar, nagpur, 440001",False,0,nagpur
flame and fire of god nonveg,"fast food,pizzas",3.8,500,sadar,sadar,"34/35, opposite all saint caurch, v.c.a. gate no 12, sadar nagpur - 440001, nagpur urban, nagpur - 1 maharashtra -440001",False,0,nagpur
christ coffee day canteen nonveg,"american,pizzas,snacks",3.8,500,sadar,sadar,"shop no/ 34/35, opp all sent cathedral v.c.a. compund sadar nagpur - 440001, nagpur urban, nagpur - 1 maharashtra -440001",False,0,nagpur
cafe coffee day,"beverages,snacks,desserts",3.8,300,civil lines,vca,"shop no 17,18,19. vca stadium complexopposite liberty theater, nagpur",False,0,nagpur
diner grill,"kebabs,barbecue,snacks,pastas,chinese,north indian",3.8,450,sadar,sadar,"shop no 19 ,vca stadium, sadar, nagpur, maharashtra 440001, india",False,0,nagpur
brothers cafe,"chinese,beverages,fast food",3.8,300,sadar,sadar,"house no 45 buty building mount road , near hotel barbeque sadar , zone no.10 - mangalwari,nagpur (urban) ,nagpur, maharashtra- 440001",False,0,nagpur
amir punjabi restaurant by khana khazana,"north indian,chinese,indian,continental,beverages,tandoor,thalis,combo",3.9,300,ca road,gandhibagh,"1192, jagnath road, central avenue, bhawsar square, nagpur,  nagpur1, maharashtra-440002",True,0,nagpur
gajanan savji bhojnalay,maharashtrian,3.8,300,sadar,sadar,"residency road, sadar, nagpur",False,0,nagpur
babbu plaza restaurant,"biryani,indian,north indian,tandoor,kebabs,snacks,beverages",3.7,250,sadar,"sadar,anjuman complex","anjuman complex, sadar, nagpur",False,0,nagpur
italian master,"italian,fast food,snacks,beverages",3.8,250,gandhibagh,gandhibagh,"ayachit mandir road, near natraj  cinema, mahal , zone no.10-mangalwari, nagpur (urban), nagpur, maharashtra -  440002",True,0,nagpur
culcatta rolls chinese center,"indian,snacks,south indian,chinese,fast food",2.5,200,dharampeth,dharampeth,"traffic park dharampeth nagpur,sity ground, nagpur",False,0,nagpur
della italia,desserts,3.8,200,civil lines,sadar,"shop no 41,gr floor ,west vca complex, vca stadium ,civil line ,nagpur , zone no. 10-mangalwari ,nagpur urban nagpur-1,maharashtra-440001",True,0,nagpur
cake boss,bakery,3.8,300,gandhibagh,gandhibagh,house no 371 golibar chowk bharat mata road nagpur zone no 6 gandhibag nagpur urban nagpur 1 maharashtra,True,0,nagpur
new singhs grills & chinese,"north indian,chinese,biryani,snacks,seafood,tibetan,italian,healthy food,salads",2.6,400,nandanvan,nandanvan,plot no 4 hanuman nagar medical road nagpur zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra-440009,False,0,nagpur
cafe john,"south indian,snacks,beverages",4.2,250,sadar,sadar,"kamptee rd, gaddigodam square, sadar, nagpur",False,0,nagpur
famous chat center,"chaat,snacks,north indian",3.8,150,nandanvan,nandanvan,"rambhaji road, near bagal akhada, panchpaoli, nagp 440018",False,0,nagpur
zinq,"north indian,continental,chinese,italian,pizzas",3.8,800,sadar,sadar,"plot no. 56, sir gangadharrao chitnavis memorial medical research trush at. gadga, temple road, civil lines, nagpur, nagpur urban, nagpur-1, maharashtra-440001",False,0,nagpur
keventers - milkshakes and desserts,"beverages,ice cream,desserts,healthy food",4.1,300,civil lines,indo unique plaza,"ground floor, indo unique plaza,plot no: 333/5/1 ghatate layout,nr bhole petrol pump,civil lines road, dharampeth,nagpur - 440001",True,0,nagpur
ya taj hotel,"north indian,biryani,tandoor,indian,mughlai",3.2,400,ayodhya nagar,ayodhya nagar,"somwari quater, esi hospital, sant ravi das chatralaya, hanuman nagar, near ayodhya nagar, nagpur",False,0,nagpur
thikhana,"street food,south indian,snacks",3.8,200,sitabuldi,sitabuldi,"house no 273 , congress nagar, near ajni railway satation, ajni l, nagpur, nagar (urban), nagpur, maharashtra,440012",True,0,nagpur
fast and sweet cafe,"pizzas,fast food",3.8,200,ayodhya nagar,ayodhya nagar,"plot no. 138 untkhana  hanuman nagar, nagpur  (urban), nagpur, , maharashtra,  440009",False,0,nagpur
amazing blazing cakes,"bakery,beverages",4.6,300,dharampeth,dharampeth,"4-1, near akankar theatre, pratibha sankul  app. bhagwagar lay-out,dharampeth- 440010",False,0,nagpur
starbucks coffee,beverages,4.2,400,dharampeth,dharampeth,"neev malika apartment, 5th cross b st, dharampeth extension, dharampeth, nagpur, maharashtra 440010",False,0,nagpur
tandoori chaska,"north indian,mughlai,chinese,punjabi",4.3,650,mahal,nandanvan,"tandoori chaska family restaurant,  apsara square,  opposite reshmbag ground, reshmbag",False,0,nagpur
hotel mahek,biryani,3.8,150,sadar,sadar,"nmc complex, mangalwari bazar, sadar, nagpur",False,0,nagpur
suryakant saoji,"indian,north indian",3.9,300,telephone exchange square,telephone exchange square,"telephone exchange chowk, old mangalwari, nagpur",False,0,nagpur
calcutta rolls chinese center,"chinese,snacks,street food,beverages",2.7,100,gokulpeth,traffic park,"near tanga stand, traffic park ,dharampeth",False,0,nagpur
arabian taj - sadar,"mughlai,indian",4.0,200,indora chowk,indora chowk,"mangalwari complex, sadar, nagpur",False,0,nagpur
reddy's gokul brindavan restaurant,"south indian,beverages",4.5,150,dharampeth,dharampeth,"whc road, laxminagar, dharampeth, nagpur",True,0,nagpur
